User_ID,Start_node,End_node,Request_time
2,6,22,1
4,24,7,1
1,10,13,2
3,17,8,2
5,11,8,3
8,24,17,3
6,22,20,4
10,21,10,4
12,9,19,4
7,14,3,6
14,18,21,6
13,6,17,6
9,18,2,7
15,24,11,8
18,22,9,10
17,22,6,12
16,12,1,12
20,8,12,13
21,23,19,15
23,17,2,17
25,19,16,18
27,22,10,21
28,21,4,22
26,5,23,23
31,22,13,24
32,12,3,25
29,24,11,26
35,10,18,29
34,15,16,29
33,5,24,30
37,21,5,30
41,20,6,31
39,19,15,31
42,20,15,32
40,24,12,32
38,24,6,32
36,21,15,32
43,23,21,34
44,9,22,36
47,7,3,37
49,9,1,37
46,18,21,37
48,21,17,40
50,10,8,42
51,14,4,42
55,16,1,43
52,19,15,44
54,10,1,44
56,23,4,45
53,14,13,45
58,22,19,45
60,6,20,48
57,8,21,48
59,23,18,49
61,24,19,49
62,14,19,49
64,24,8,50
70,9,21,51
63,23,2,51
66,12,9,51
69,17,15,52
68,19,12,53
65,23,21,53
75,16,4,54
67,15,1,54
74,6,2,55
76,14,17,55
71,22,19,56
73,3,18,57
79,11,24,59
77,23,11,60
78,12,1,60
