User_ID,Start_node,End_node,Request_time
1,10,13,0
4,24,7,0
2,6,22,2
3,17,9,2
5,11,8,3
6,22,20,3
8,24,17,3
11,23,18,4
10,21,10,4
9,18,2,4
7,14,3,5
13,6,19,5
12,9,20,8
14,20,21,8
16,12,1,8
17,22,5,11
19,10,22,12
21,23,19,13
20,8,12,15
22,24,2,16
23,16,2,19
24,16,19,19
25,19,16,19
26,5,23,22
29,24,11,25
30,13,2,26
31,22,13,26
32,12,3,29
33,5,24,29
35,10,18,29
36,21,15,29
38,24,6,30
34,15,16,31
39,19,15,32
37,21,4,32
42,20,15,33
41,20,6,34
44,9,22,35
46,18,21,35
43,23,24,36
45,7,12,36
47,7,3,38
49,5,1,39
48,22,17,40
50,10,8,40
51,14,4,40
53,14,13,43
52,19,15,43
54,10,1,43
55,16,1,44
58,22,19,45
57,8,21,47
56,23,4,47
59,23,18,48
65,23,20,49
61,24,19,49
64,24,8,50
70,9,21,51
69,17,15,51
60,6,20,51
66,12,9,51
68,19,12,52
71,22,19,54
76,14,17,55
72,17,20,55
73,3,18,56
75,16,4,56
74,8,2,57
77,23,11,57
79,11,24,58
80,9,7,59
78,3,1,60
