User_ID,Start_node,End_node,Request_time
4,24,7,0
1,10,13,1
3,17,8,2
5,11,8,2
10,21,10,3
6,22,20,4
12,9,19,4
7,14,3,5
9,7,2,7
11,23,18,7
16,12,1,8
13,6,17,9
15,24,11,10
18,20,9,11
19,10,22,12
20,8,12,12
17,22,5,12
21,23,17,15
25,19,16,18
22,24,2,19
24,16,17,20
26,5,23,22
27,22,10,23
28,21,4,25
30,12,2,27
29,24,11,28
31,22,13,28
32,12,3,28
34,15,16,29
36,21,15,29
37,21,5,30
40,24,12,30
39,19,15,31
41,20,6,31
38,24,6,32
35,10,16,33
42,20,15,33
43,23,24,36
49,9,1,37
47,7,3,37
45,7,13,37
44,8,22,37
50,10,8,38
46,18,21,38
48,22,16,39
51,14,3,43
52,19,15,44
55,16,1,44
58,22,19,46
54,10,1,46
56,23,4,48
59,23,18,48
61,24,19,48
57,8,21,49
64,24,8,49
63,23,2,51
67,15,1,51
71,22,19,52
70,9,21,53
65,23,21,53
62,14,19,53
66,12,9,53
73,3,18,54
76,14,17,54
72,17,20,54
74,6,2,54
75,16,4,55
68,19,12,55
69,17,15,55
80,9,7,58
78,12,1,59
79,11,24,60
