User_ID,Start_node,End_node,Request_time
2,6,22,1
4,24,7,2
8,24,17,2
3,17,8,3
5,11,8,4
7,14,3,4
14,20,21,5
13,6,16,5
9,7,2,5
6,22,20,5
12,9,19,7
10,21,10,7
11,24,18,8
16,12,1,8
15,24,11,8
17,22,4,11
18,20,9,13
19,10,22,15
20,8,12,15
21,23,19,16
23,17,2,16
22,24,2,17
24,16,17,17
25,19,16,20
28,21,4,21
27,20,10,22
26,5,23,23
31,22,13,24
30,12,2,28
37,21,5,29
36,21,15,29
39,19,15,30
40,24,12,30
34,15,16,31
33,5,24,32
38,24,6,33
35,10,18,33
41,20,6,33
42,20,15,34
46,18,21,35
45,7,13,36
44,9,22,37
48,22,17,38
47,7,3,38
49,9,2,39
50,10,8,41
51,14,4,41
53,14,13,43
54,10,1,45
55,16,1,47
56,23,4,47
61,24,19,47
57,9,21,48
63,23,2,49
64,24,8,49
58,22,19,49
59,23,18,50
67,15,1,50
60,6,20,50
65,23,21,51
74,6,2,53
70,8,21,54
71,22,19,54
66,12,9,54
68,19,12,55
69,17,15,55
73,1,18,56
76,14,17,57
79,11,24,58
75,16,4,58
78,12,1,59
77,23,11,60
