User_ID,Start_node,End_node,Request_time
1,16,12,0
2,6,22,0
4,24,7,0
5,11,8,2
8,24,17,2
3,17,8,3
10,21,10,3
9,18,2,4
7,14,3,5
6,21,20,6
12,9,19,6
14,20,21,6
13,6,17,7
11,23,18,8
15,24,11,9
18,20,9,11
16,12,1,12
17,22,5,13
20,8,12,14
21,23,19,15
19,10,22,15
22,24,2,17
23,17,2,17
25,19,10,18
26,5,23,21
27,22,10,22
29,24,11,24
32,12,3,26
30,12,2,26
31,22,13,27
33,5,24,30
35,10,18,31
37,21,5,31
42,20,15,32
44,9,22,33
45,7,13,33
41,20,6,33
40,24,12,33
39,19,15,33
36,20,15,33
38,24,6,34
46,18,21,37
47,7,12,37
49,9,1,38
50,10,8,38
48,22,17,40
51,14,4,41
52,19,15,41
54,10,1,42
53,14,13,43
56,23,4,45
55,16,1,46
60,6,20,47
57,8,21,49
59,23,18,49
65,23,21,49
63,23,2,50
66,12,9,51
70,9,21,51
62,14,19,51
69,17,15,52
64,24,8,52
67,15,1,53
73,12,18,53
68,19,12,55
71,22,19,55
74,6,2,56
78,12,1,56
80,9,7,57
79,11,24,58
76,14,17,58
77,23,11,58
