User_ID,Start_node,End_node,Request_time
2,6,22,0
4,24,7,0
3,17,8,1
1,10,13,2
5,11,8,2
7,14,3,2
6,22,20,3
8,24,17,4
12,9,19,4
14,20,21,6
10,21,10,6
9,18,2,6
15,24,11,8
11,23,18,8
16,12,1,10
21,23,19,13
20,8,12,13
18,20,9,13
19,10,22,15
23,17,2,18
22,24,2,19
24,16,17,19
27,22,10,22
28,21,4,22
26,5,23,24
29,24,11,24
30,12,2,24
31,22,13,28
37,21,5,29
39,19,15,30
36,21,15,30
40,24,12,31
34,15,16,31
41,20,6,32
35,10,18,32
33,5,23,32
38,24,6,34
42,20,15,34
44,9,22,34
43,23,24,35
45,7,13,36
47,7,3,37
46,18,21,37
49,10,1,38
50,10,8,39
48,22,17,39
51,14,4,40
52,19,15,42
53,14,13,44
54,10,1,45
55,10,1,45
56,23,4,45
59,23,18,47
58,22,19,47
61,24,19,48
57,8,21,48
62,14,19,49
66,12,9,51
63,23,2,52
64,24,8,52
65,23,21,52
69,17,15,53
74,6,2,53
70,9,21,53
72,17,20,54
68,15,12,54
76,14,17,54
73,3,18,55
80,9,7,57
75,16,4,58
79,11,24,59
77,23,11,60
