User_ID,Start_node,End_node,Request_time
1,10,13,0
3,17,8,0
2,6,22,2
7,14,3,2
4,24,7,3
5,11,8,3
9,18,2,4
10,21,10,4
6,22,20,5
8,21,17,5
13,6,16,6
14,20,21,6
12,9,19,7
15,24,11,8
11,23,18,8
18,20,9,9
17,22,5,11
16,12,1,12
21,23,19,13
19,10,22,15
20,8,12,15
24,16,17,17
22,24,2,19
25,19,16,20
27,22,10,20
28,21,4,21
31,22,13,24
29,24,11,26
32,12,3,28
30,12,2,28
35,10,18,29
36,21,15,30
33,5,24,30
34,15,16,30
39,19,15,31
38,24,6,31
41,20,6,31
37,21,5,32
44,9,22,33
40,24,12,34
43,23,24,35
46,18,21,36
48,22,17,37
47,7,3,39
49,9,1,39
52,19,10,40
50,10,8,41
51,14,4,42
53,14,13,43
55,16,1,46
57,8,21,47
61,24,19,48
56,23,4,48
58,22,19,48
60,6,20,49
64,21,8,49
65,23,21,50
62,14,19,50
68,19,12,51
69,17,15,51
70,9,21,51
63,23,2,51
66,12,9,52
71,22,19,53
74,6,2,53
67,15,1,54
75,16,4,56
76,14,17,56
78,12,1,56
77,23,11,58
79,11,24,59
80,9,7,59
