User_ID,Start_node,End_node,Request_time
2,6,22,0
4,24,7,2
7,14,3,2
8,24,17,3
6,22,20,3
9,18,2,4
11,23,18,5
5,11,8,5
13,6,17,6
15,24,11,6
10,21,10,7
12,8,19,7
16,12,1,8
14,20,21,8
18,20,9,13
17,22,5,13
21,23,19,14
19,10,22,16
20,8,12,16
25,19,16,17
24,16,17,18
23,17,2,19
26,5,23,20
27,22,10,22
28,21,5,24
30,12,6,24
29,24,11,25
31,23,13,26
39,19,15,30
37,21,5,31
40,24,12,31
33,5,24,31
35,10,18,32
42,20,15,33
44,9,22,33
45,7,13,33
38,24,6,34
41,20,6,34
43,23,24,35
47,8,3,35
46,18,21,36
48,22,17,38
49,8,1,40
51,14,4,40
52,19,15,41
50,10,8,42
54,10,1,42
53,14,13,44
55,16,1,45
57,8,21,45
58,23,19,46
56,23,4,46
59,23,18,47
60,6,21,48
61,24,19,48
62,14,19,49
63,23,2,49
67,15,1,50
65,23,21,51
64,24,8,52
71,22,19,52
74,6,2,53
70,9,21,53
72,17,20,53
66,12,9,54
68,19,12,54
69,17,15,55
76,14,17,56
75,16,4,56
73,3,18,56
79,10,24,59
78,12,1,60
