User_ID,Start_node,End_node,Request_time
2,6,22,0
4,24,7,0
5,11,8,2
6,22,20,2
7,15,3,2
12,9,19,4
10,21,10,4
8,24,17,5
14,20,21,5
11,23,18,6
9,18,2,6
17,22,5,9
15,24,11,10
16,12,1,10
18,20,9,12
20,8,12,12
21,23,19,13
19,10,22,14
23,17,2,18
22,24,2,19
24,16,17,20
25,19,16,20
26,5,23,22
27,22,10,22
30,12,2,24
31,22,13,25
32,12,3,26
29,24,11,26
33,5,24,29
35,10,18,29
39,19,15,30
34,15,16,30
36,21,15,30
37,21,5,32
43,23,24,33
45,7,13,33
41,19,6,35
42,20,15,35
47,7,3,38
48,22,17,38
46,18,21,39
49,9,1,39
50,10,8,40
52,19,15,42
51,14,4,43
53,14,13,43
54,10,1,45
56,23,4,45
57,8,21,45
55,16,1,46
61,24,19,47
59,23,18,47
58,22,17,47
60,6,20,48
62,14,19,50
63,23,2,50
65,23,21,50
68,19,12,51
64,24,8,52
67,15,1,53
69,17,15,53
71,22,19,53
66,12,9,54
72,17,20,54
73,3,18,55
75,18,4,55
76,14,17,56
77,23,11,56
74,6,2,57
79,11,24,58
78,12,1,59
80,9,7,59
