User_ID,Start_node,End_node,Request_time
1,10,13,0
2,6,22,0
3,17,8,0
5,11,8,1
4,24,7,2
7,14,3,2
12,9,19,4
9,18,2,5
8,24,17,5
10,21,10,6
6,22,20,6
13,6,17,6
11,23,18,7
14,20,21,9
15,24,11,9
16,12,1,10
18,19,9,12
20,8,12,13
17,22,5,13
24,16,17,16
21,23,19,17
25,19,16,21
28,21,4,21
26,5,23,22
27,22,10,24
30,13,2,25
31,22,13,28
32,12,3,29
39,17,15,30
34,15,16,31
41,20,6,31
43,23,24,32
42,21,15,32
40,24,13,32
38,24,6,32
36,21,15,32
33,5,24,32
45,7,13,34
47,7,3,36
49,9,1,37
50,10,8,38
46,18,21,39
51,14,4,40
48,15,17,40
52,19,15,42
53,14,13,44
55,16,1,44
54,10,1,45
56,23,4,46
57,8,21,47
58,22,19,47
65,23,21,49
61,24,19,49
60,6,20,49
59,23,7,49
62,14,19,51
63,23,2,51
64,24,8,52
67,15,1,52
69,17,15,52
68,19,12,53
66,12,9,54
72,17,21,54
75,16,5,54
77,23,11,56
71,22,19,56
73,3,18,56
74,6,2,56
76,14,17,57
79,11,24,58
80,9,7,59
78,12,1,60
