User_ID,Start_node,End_node,Request_time
1,17,13,0
2,6,22,0
4,23,7,0
3,17,8,2
5,11,8,3
9,20,2,4
10,21,10,4
7,14,3,4
11,23,18,5
8,24,17,6
6,22,20,6
12,9,19,6
15,24,11,6
14,20,21,8
13,6,17,9
16,12,1,10
18,20,9,12
17,22,5,12
20,8,3,13
19,10,22,15
23,17,2,16
24,16,17,16
21,23,19,17
22,24,2,17
25,19,16,20
27,22,10,23
28,21,4,23
26,5,22,24
29,24,11,25
31,22,13,26
30,12,2,27
36,21,15,29
33,5,21,31
35,10,18,31
41,20,6,31
43,23,24,32
42,20,15,32
40,24,12,32
39,19,15,32
37,21,5,33
44,5,22,33
38,24,6,34
49,9,1,36
45,7,13,37
46,18,21,39
48,22,17,39
50,10,8,40
53,14,13,41
51,14,4,44
56,23,4,46
54,10,1,46
55,16,1,46
58,22,19,48
60,6,20,49
64,24,8,50
61,13,19,51
62,14,19,51
67,15,1,51
63,23,2,52
69,17,15,53
68,19,12,55
76,14,17,55
70,10,21,55
71,22,20,56
72,17,20,56
73,3,18,56
74,6,2,56
78,12,1,56
75,16,4,57
79,11,24,59
77,23,11,60
80,9,7,60
