User_ID,Start_node,End_node,Request_time
1,10,13,0
2,2,22,0
6,22,20,3
4,24,7,4
8,24,17,4
10,21,10,4
11,23,18,4
5,11,8,5
9,7,2,5
7,14,3,6
14,20,21,6
12,9,19,7
15,24,4,7
13,5,17,9
17,22,9,12
16,12,1,12
18,20,9,13
21,23,19,14
19,10,22,16
20,8,12,16
23,17,2,16
22,24,2,18
24,16,17,19
25,19,16,19
27,22,10,20
26,4,23,24
29,24,11,24
28,21,11,25
32,12,3,25
40,24,12,30
41,20,8,31
34,15,16,32
37,21,5,32
33,5,24,32
35,17,18,33
36,21,15,33
38,24,6,33
42,20,15,34
45,7,13,34
44,9,22,35
47,7,3,37
46,18,21,37
50,10,8,38
48,22,16,39
49,9,1,39
52,19,15,40
54,10,1,42
55,17,1,43
51,14,4,44
56,23,4,46
58,22,19,47
59,23,18,47
60,6,20,48
57,8,21,48
61,24,19,50
66,12,9,50
67,15,1,50
62,14,19,52
63,23,2,52
65,23,21,53
74,6,2,53
68,19,12,54
71,22,19,54
72,17,20,54
70,9,24,55
76,15,17,56
77,23,11,56
78,12,1,56
75,16,11,57
73,3,18,57
79,11,24,60
80,9,7,61
