User_ID,Start_node,End_node,Request_time
1,10,13,0
3,17,8,0
2,6,22,1
6,22,20,2
7,14,3,3
9,18,2,3
4,24,7,3
8,24,17,5
10,21,10,5
5,11,8,5
11,23,18,6
12,9,19,7
13,6,17,7
16,12,1,8
14,18,21,8
15,24,11,10
17,22,5,11
21,24,19,13
18,20,9,13
20,8,12,14
22,24,2,17
24,16,17,17
23,17,2,18
25,19,16,19
27,22,10,21
28,21,4,23
26,5,23,23
31,22,13,24
29,24,11,26
30,12,2,26
32,12,3,28
33,6,24,29
37,21,5,30
34,15,16,30
42,20,15,32
39,19,15,32
40,24,12,32
36,21,15,32
41,20,6,33
44,9,22,34
45,18,13,35
43,23,24,36
49,9,1,37
48,22,17,37
47,7,4,38
50,10,8,41
52,19,15,43
53,14,13,43
51,14,4,44
56,23,4,45
57,8,21,45
58,22,19,46
55,16,1,47
63,23,2,49
60,6,20,49
59,23,18,49
66,12,9,50
68,19,12,51
70,9,21,51
64,24,8,52
65,23,20,52
67,15,1,52
72,17,20,52
62,15,19,52
74,6,1,54
71,22,19,55
76,14,17,55
78,12,1,56
75,16,4,58
77,23,11,59
80,9,7,60
79,11,24,61
