User_ID,Start_node,End_node,Request_time
1,10,13,0
3,17,8,0
4,24,7,0
2,6,22,1
7,14,3,3
12,9,19,4
6,22,20,5
8,24,17,5
10,21,10,6
9,18,2,7
11,23,18,7
13,6,17,7
14,20,21,7
15,24,11,9
17,22,5,10
18,20,9,11
16,12,1,12
21,23,19,13
20,8,12,15
19,10,22,16
24,16,17,16
22,24,2,17
23,17,2,19
26,5,23,20
27,22,10,20
28,21,4,21
30,13,2,24
31,22,13,24
34,15,16,28
32,12,4,29
36,21,15,29
39,19,15,30
40,24,12,30
33,5,24,30
37,21,9,32
41,20,6,33
42,20,15,33
43,23,24,36
44,9,22,36
45,7,13,37
49,9,1,37
46,18,21,38
47,7,3,39
50,10,8,41
54,10,1,42
51,14,4,42
52,19,15,42
53,14,13,43
56,24,4,44
58,22,19,46
55,16,1,46
57,8,21,47
59,23,18,49
62,14,19,49
64,24,8,49
60,6,20,50
61,24,19,50
65,23,21,50
68,19,12,51
66,12,9,52
71,15,19,52
72,17,20,52
67,15,1,53
63,23,2,53
69,17,15,54
70,10,21,54
74,6,2,54
76,14,17,55
75,16,4,57
80,9,7,58
79,11,24,59
77,23,11,59
