User_ID,Start_node,End_node,Request_time
3,17,8,0
4,24,7,1
5,11,8,1
1,10,24,2
7,14,3,3
10,21,10,4
6,22,20,5
8,24,17,5
11,23,18,6
12,9,19,7
9,18,2,7
13,6,17,9
14,20,21,9
17,22,5,9
20,8,12,12
18,20,9,12
19,10,22,12
21,23,19,13
22,24,2,16
23,17,2,16
25,19,16,17
28,21,4,21
26,5,23,22
27,22,10,22
29,24,11,24
32,12,3,26
30,12,2,28
31,22,13,28
34,15,16,28
37,21,5,30
39,19,15,31
38,24,6,31
40,24,12,31
36,21,15,32
33,5,24,32
42,20,15,32
41,18,6,32
44,9,22,34
43,23,24,35
45,18,13,36
46,18,21,37
47,7,3,37
49,9,1,37
48,22,19,38
50,10,8,40
51,15,4,40
52,19,15,41
56,23,4,44
53,14,13,45
54,10,1,46
55,16,1,46
58,22,19,46
57,8,21,47
59,23,18,48
60,6,20,49
67,15,1,50
70,9,21,51
62,14,19,51
63,23,2,51
64,24,7,51
65,23,21,52
71,22,19,52
74,6,2,53
66,12,9,54
75,16,4,54
72,17,20,54
69,17,15,55
76,14,17,55
73,3,18,55
78,3,1,59
77,23,11,60
80,9,7,60
