User_ID,Start_node,End_node,Request_time
1,10,13,0
2,6,22,1
5,11,8,2
3,17,8,3
6,22,20,3
4,24,8,4
8,24,17,4
10,21,10,4
11,23,20,5
12,9,19,5
15,24,11,6
14,20,21,6
9,18,2,6
7,14,3,6
13,6,17,6
16,12,1,9
17,22,5,9
18,19,9,11
19,16,20,15
21,23,19,15
22,24,2,15
20,8,12,16
24,16,17,16
23,17,2,18
27,22,10,20
25,19,16,20
26,5,23,22
28,21,4,23
30,12,2,25
31,22,13,25
32,12,3,25
29,23,11,27
37,21,5,30
39,19,15,30
36,21,15,30
40,24,12,30
34,15,16,30
33,5,24,31
38,24,6,32
42,22,15,33
35,10,18,33
47,7,3,35
44,9,22,35
46,18,21,38
48,22,17,39
51,14,3,41
52,17,15,41
53,14,13,42
54,10,3,44
59,23,18,47
55,16,1,47
56,23,4,47
65,23,21,49
58,22,19,49
57,8,21,49
67,15,1,50
60,6,20,51
61,24,19,51
62,14,19,51
64,24,8,51
71,22,17,52
70,9,21,52
69,17,15,54
68,19,12,54
72,17,21,55
73,3,18,55
74,6,2,56
75,16,4,56
76,14,17,56
77,23,11,56
80,9,7,59
79,11,24,60
