User_ID,Start_node,End_node,Request_time
2,6,22,0
3,17,8,0
1,10,13,1
8,24,17,2
10,21,10,4
4,24,7,4
5,11,8,4
7,14,3,5
6,22,20,6
9,18,2,6
11,23,18,6
14,20,21,7
12,5,19,8
13,6,17,8
15,24,11,9
17,22,5,9
16,12,1,10
18,20,9,11
19,10,22,13
20,8,12,14
21,23,19,15
23,17,2,16
22,24,6,18
24,16,17,19
25,20,16,20
27,22,10,24
29,24,11,25
31,21,13,25
32,12,3,26
33,5,24,28
39,19,15,30
34,15,16,31
38,24,6,31
36,21,15,32
41,20,6,32
35,10,18,33
40,24,12,34
42,19,10,35
44,9,22,35
43,23,24,36
45,7,13,36
48,22,17,37
50,10,8,39
47,7,3,39
49,9,1,40
51,14,4,43
53,14,13,43
54,10,1,43
52,19,15,44
56,23,4,44
58,22,19,45
57,8,21,46
60,6,20,47
61,24,20,47
59,23,18,47
64,24,8,49
62,14,19,50
63,23,2,51
68,19,12,51
65,23,21,52
69,17,15,53
76,14,17,54
70,9,21,55
71,22,19,55
74,6,2,55
75,16,4,55
72,17,20,56
73,3,18,56
80,9,7,58
77,23,11,59
78,12,1,60
79,11,24,61
