User_ID,Start_node,End_node,Request_time
5,11,8,1
2,6,22,2
7,14,3,2
4,24,7,4
6,22,20,5
8,24,17,5
10,21,10,5
11,23,18,5
13,6,17,7
9,18,2,7
12,9,20,8
14,20,21,9
16,12,1,9
15,24,11,10
17,22,5,11
18,20,9,12
19,10,22,13
20,8,12,15
21,23,19,15
23,17,2,16
25,19,16,17
22,24,1,18
24,16,17,18
26,5,23,21
27,22,10,21
28,21,4,22
30,12,2,26
31,22,13,27
32,12,3,29
37,21,5,29
39,19,15,30
33,5,24,31
34,15,16,32
40,24,12,33
36,21,15,33
35,10,18,33
38,24,6,33
41,20,6,34
44,9,22,35
45,7,13,36
47,7,3,36
49,10,1,36
46,18,21,37
48,22,17,40
52,19,15,41
51,14,4,44
56,23,4,44
53,14,13,45
55,16,1,45
58,22,19,45
61,24,19,47
59,23,18,47
57,8,21,49
62,14,15,49
60,6,20,50
66,12,9,50
70,9,21,51
63,23,2,52
67,15,1,52
68,19,12,53
69,17,15,53
72,17,20,53
64,24,8,53
71,22,19,56
73,3,18,57
74,6,2,57
75,16,4,57
76,14,17,57
78,12,1,57
77,23,11,58
80,9,7,58
79,11,24,61
