User_ID,Start_node,End_node,Request_time
2,6,22,0
1,10,13,2
4,24,7,3
7,14,3,3
10,21,10,4
5,11,8,4
8,24,17,5
14,20,21,5
12,9,19,6
6,22,20,6
9,18,2,7
11,23,18,7
13,6,17,7
15,24,11,7
17,22,5,9
16,12,1,12
18,20,9,13
20,8,12,14
21,23,19,14
19,10,22,16
22,24,2,17
23,17,2,17
24,16,17,18
25,19,16,21
31,22,13,25
28,21,4,25
32,12,3,25
30,12,2,25
29,24,11,28
34,15,16,29
35,10,18,29
37,21,5,29
36,21,15,30
39,20,15,31
43,23,24,32
33,5,24,32
38,24,6,33
42,20,15,33
40,23,12,34
41,20,6,35
45,7,13,36
44,9,22,37
48,22,17,37
49,9,1,37
46,18,22,39
47,7,3,39
50,10,8,39
55,16,1,43
52,19,15,43
53,14,13,43
51,14,4,44
56,23,4,45
60,6,20,47
57,8,21,48
61,24,19,49
58,22,19,49
59,23,18,50
63,23,2,52
71,22,19,52
72,17,20,52
64,24,8,53
65,23,21,53
68,19,12,54
74,6,2,55
69,17,15,55
76,14,17,55
75,16,4,56
77,23,4,56
73,3,18,57
79,11,24,58
78,12,1,58
80,9,7,58
