User_ID,Start_node,End_node,Request_time
1,10,13,0
3,17,7,0
4,24,7,0
2,6,22,1
9,18,2,3
7,14,3,4
5,11,8,5
6,22,20,5
14,20,21,5
8,24,17,6
10,21,10,7
13,6,17,8
18,20,9,9
15,24,11,10
16,12,1,11
17,22,4,11
19,10,15,12
20,8,12,15
21,23,19,16
22,24,2,17
25,19,16,18
24,16,17,19
23,16,2,20
26,6,14,21
27,22,11,21
28,21,4,22
29,24,11,24
31,22,24,26
32,12,1,28
34,15,16,28
35,10,18,29
37,21,5,29
33,5,24,30
36,21,15,30
39,19,15,30
43,23,24,32
40,24,12,32
41,20,6,33
45,7,13,33
38,24,6,34
44,9,22,34
47,7,3,35
42,20,15,36
48,22,17,36
46,18,20,39
52,19,15,42
54,10,1,43
51,14,4,44
58,22,19,46
55,16,3,47
56,23,4,48
65,23,21,49
62,14,19,49
60,6,20,49
57,8,21,49
61,24,19,50
59,23,18,50
67,15,1,50
68,19,12,51
64,24,8,51
70,9,21,52
66,12,9,52
63,23,2,53
69,10,15,53
73,3,18,53
74,6,2,54
71,22,19,55
75,16,4,56
79,11,24,57
77,14,11,57
76,14,17,58
80,9,7,58
