User_ID,Start_node,End_node,Request_time
1,10,24,0
2,6,22,0
3,17,8,3
7,14,3,3
8,24,17,3
4,24,7,4
6,22,20,4
12,9,19,4
5,11,8,5
9,20,2,5
15,24,11,6
14,20,21,6
13,6,17,6
10,21,10,7
11,23,18,8
16,12,1,10
18,20,9,11
20,8,12,12
19,10,22,12
21,23,19,13
23,17,2,16
24,16,17,16
22,24,2,19
25,19,16,21
27,22,10,22
26,5,23,23
31,22,13,24
32,12,3,25
29,24,11,27
35,10,18,29
33,5,24,30
36,21,15,30
38,24,6,30
34,15,16,31
42,20,15,32
40,24,12,32
37,21,5,32
41,19,6,34
44,9,22,35
43,23,24,36
48,22,16,37
45,7,13,37
47,7,3,38
50,10,8,38
49,9,1,39
52,19,15,40
51,14,4,40
53,14,13,41
55,16,1,44
54,10,1,45
58,22,19,45
57,6,21,48
59,23,18,49
61,24,15,49
67,15,1,50
70,9,21,51
60,6,20,51
62,14,19,51
65,23,21,52
72,17,20,52
64,24,8,52
63,23,2,53
68,19,12,53
66,12,9,54
76,14,17,54
71,22,19,55
75,16,4,55
73,3,18,56
80,9,18,57
77,23,11,58
78,12,1,58
79,11,24,58
