User_ID,Start_node,End_node,Request_time
1,10,13,0
4,24,7,2
5,11,8,2
7,14,3,2
3,17,8,3
10,21,10,4
8,24,17,5
12,9,19,6
13,6,17,6
6,22,20,6
9,18,6,7
11,23,18,7
17,22,5,11
16,12,1,12
18,20,9,13
21,23,19,14
20,8,12,14
19,10,22,16
22,24,2,17
25,19,16,17
24,16,17,19
23,17,2,20
26,4,23,23
29,24,11,25
31,22,12,25
30,12,2,28
32,12,3,29
34,15,16,29
35,10,18,29
37,24,5,29
38,24,6,30
33,5,24,32
36,21,15,32
43,23,24,32
40,24,12,33
39,19,15,33
41,19,6,34
44,8,22,34
45,7,13,34
42,20,15,36
46,20,21,39
47,7,3,39
48,22,17,39
49,9,1,40
52,19,15,40
53,14,13,41
51,14,4,42
55,16,1,43
54,10,1,44
57,8,21,45
56,23,4,47
59,23,18,47
58,22,19,48
61,24,19,49
66,12,8,51
60,6,20,51
65,23,21,52
63,23,2,53
64,24,8,53
67,15,1,53
74,6,1,53
69,17,15,53
70,9,21,53
72,17,20,53
76,14,17,54
71,22,19,54
73,3,18,56
75,18,4,57
77,23,11,57
78,12,1,57
80,9,7,58
79,11,24,60
