User_ID,Start_node,End_node,Request_time
2,6,22,0
3,17,8,1
4,24,7,1
1,11,13,2
6,22,20,2
8,24,17,2
9,18,2,3
11,23,18,4
12,9,19,5
15,24,12,6
10,21,10,7
13,6,17,7
14,20,21,8
16,12,1,10
18,20,9,11
17,22,6,12
19,10,22,13
20,8,11,14
21,23,19,15
23,17,2,16
24,16,17,17
22,21,2,19
28,21,4,22
26,5,23,23
27,23,10,24
30,12,2,24
31,22,13,24
29,24,11,27
32,12,4,28
34,22,16,29
33,5,24,29
37,21,5,30
40,24,12,31
35,10,18,31
39,19,15,32
36,21,15,32
41,20,6,32
42,20,15,33
38,24,6,34
45,7,13,34
46,18,20,35
48,22,17,36
47,7,3,37
44,9,22,37
50,10,8,38
49,9,1,39
51,14,4,43
56,23,4,44
57,8,21,45
58,22,19,45
61,24,19,47
59,23,18,48
60,6,20,48
67,15,1,51
62,14,19,51
64,24,8,52
69,17,15,53
63,23,2,53
65,23,21,53
66,12,9,54
74,6,2,54
68,19,12,55
70,9,24,55
72,17,20,55
71,22,19,56
75,16,4,56
76,14,17,57
73,3,18,57
78,12,1,57
80,9,7,58
77,23,11,60
79,11,24,60
