User_ID,Start_node,End_node,Request_time
1,10,13,0
4,24,7,0
2,6,22,2
3,17,8,2
5,11,8,2
6,22,20,2
7,14,3,3
11,23,18,4
12,9,17,5
13,6,17,6
9,18,2,6
8,24,17,6
16,12,1,8
14,20,21,9
17,22,5,9
18,20,9,13
20,8,12,16
19,10,22,16
21,23,19,17
23,17,6,18
22,24,2,19
24,16,17,19
25,19,16,20
27,22,10,22
26,5,23,24
29,24,11,24
31,22,13,24
30,12,2,28
37,21,5,29
35,10,18,29
33,5,24,30
39,19,15,31
36,21,15,31
34,15,16,32
38,24,6,32
42,20,15,32
40,24,12,33
41,20,6,33
44,9,22,34
45,7,12,34
43,23,24,36
46,18,21,36
48,22,17,37
47,7,3,39
50,10,8,40
51,14,4,42
53,14,13,43
55,16,1,44
54,10,1,46
56,23,4,47
57,9,21,47
59,23,18,47
58,22,19,48
63,23,1,51
61,24,19,51
62,14,19,51
65,23,21,52
66,12,9,52
69,17,15,52
64,24,8,53
67,15,3,53
71,22,19,53
68,19,12,54
70,9,21,54
72,17,20,54
73,3,18,56
74,6,2,56
78,12,1,57
79,11,24,58
76,14,17,58
77,23,11,60
80,9,7,61
