User_ID,Start_node,End_node,Request_time
1,10,24,0
2,6,22,0
4,24,7,0
3,17,8,1
7,14,3,4
5,11,8,5
6,22,18,5
8,24,17,5
13,6,17,5
14,20,21,6
12,9,19,6
9,18,2,6
10,21,10,7
15,24,11,10
17,22,5,11
21,24,19,13
20,8,12,14
19,10,22,15
22,24,2,15
24,16,17,16
25,19,16,18
23,17,2,19
28,21,4,23
27,22,10,24
31,22,13,26
34,15,16,28
33,5,21,28
30,12,2,28
29,24,11,28
36,21,15,29
39,19,15,30
35,10,18,31
37,21,5,32
43,22,24,32
41,20,6,33
38,24,6,33
44,5,22,34
40,24,12,34
42,20,15,35
49,9,1,36
45,7,13,37
47,7,3,37
46,18,21,38
48,22,17,38
50,10,8,38
54,16,1,43
51,14,4,44
52,19,15,44
53,14,13,44
56,23,4,44
55,16,1,45
59,23,18,46
60,6,20,47
61,13,19,48
57,8,21,48
58,22,19,48
65,23,21,49
64,24,8,50
66,12,9,50
67,15,1,51
70,10,21,51
71,22,19,53
73,3,18,53
62,14,19,53
69,17,15,53
72,17,20,54
74,6,2,55
75,16,4,56
77,23,11,58
80,9,7,58
78,12,1,60
79,11,24,60
