User_ID,Start_node,End_node,Request_time
3,17,8,0
4,24,7,0
5,11,8,1
1,11,13,2
2,6,22,2
6,22,20,2
8,24,17,4
9,18,2,5
7,14,3,5
12,9,19,6
10,21,10,7
14,20,21,8
15,24,11,8
13,6,17,9
17,22,5,9
19,10,22,12
20,8,13,13
18,20,9,13
22,24,2,16
24,16,17,19
23,17,2,20
27,22,17,20
25,19,16,21
26,5,23,24
29,24,11,24
32,12,3,25
30,12,2,26
31,22,13,27
33,5,24,28
36,21,15,30
35,10,18,30
39,19,15,30
40,24,12,31
38,24,6,32
37,21,5,33
41,20,6,33
42,20,15,34
45,7,24,36
46,18,21,36
44,9,22,37
48,22,17,39
49,9,1,40
51,14,4,40
50,10,8,41
52,19,15,43
53,14,13,43
54,10,1,45
55,16,1,45
58,22,19,46
59,23,18,48
56,23,4,48
60,6,20,49
64,24,8,49
57,8,21,49
61,24,19,50
63,23,6,50
67,15,1,51
62,14,19,52
65,23,21,52
72,17,20,52
74,6,2,53
76,14,17,54
71,22,19,54
69,17,15,54
68,19,13,54
66,12,9,54
70,9,21,54
73,3,18,56
75,16,4,57
80,9,7,57
77,14,11,58
78,12,1,60
