User_ID,Start_node,End_node,Request_time
2,6,22,0
3,17,8,0
4,24,7,2
5,11,8,2
6,22,20,2
7,14,3,4
9,18,2,6
10,21,10,6
13,6,17,6
14,20,21,6
11,23,18,7
12,9,19,8
17,22,5,9
15,24,11,10
18,20,9,11
16,12,1,11
19,10,22,13
21,23,19,15
20,8,12,16
22,24,1,16
23,17,2,16
25,19,16,21
28,21,4,21
26,5,23,22
27,22,10,23
29,24,11,24
32,11,3,26
30,12,2,28
31,22,13,28
36,21,15,29
33,5,24,30
35,10,18,31
42,20,10,32
40,24,12,32
38,24,6,33
39,19,15,33
44,9,22,34
41,20,6,35
43,22,24,36
45,7,13,37
50,10,8,38
47,7,3,38
48,22,17,39
49,9,1,40
52,19,15,40
51,14,4,41
54,10,1,43
55,16,1,45
53,14,13,45
60,6,20,47
59,23,20,48
56,23,4,48
57,8,21,48
68,19,12,51
66,12,9,51
64,24,8,51
69,17,15,51
61,24,19,51
62,14,19,52
65,23,21,53
67,15,1,53
71,22,19,53
70,9,21,54
74,6,2,54
72,17,20,55
73,3,18,56
78,12,1,57
75,16,4,58
76,14,17,58
79,11,24,59
77,23,11,59
80,9,7,60
