User_ID,Start_node,End_node,Request_time
1,10,13,0
2,6,22,1
3,17,8,1
8,24,17,2
4,24,7,3
6,22,20,3
7,14,3,3
10,21,10,3
13,6,17,5
9,18,2,6
14,20,24,6
11,23,18,8
12,9,19,8
16,12,1,8
20,8,13,13
17,22,5,13
19,10,22,14
21,23,19,16
25,15,16,17
22,13,2,19
23,17,2,20
27,22,10,22
28,24,4,22
26,5,23,23
30,12,2,24
31,22,13,27
32,12,3,28
34,15,16,29
39,19,15,30
37,21,5,30
40,24,12,30
36,21,15,31
41,20,6,31
33,5,24,31
35,10,18,32
38,21,6,33
43,23,24,33
45,7,13,36
47,7,3,36
42,20,15,36
46,18,21,39
48,22,17,39
49,9,1,40
50,10,8,42
51,14,4,42
53,14,13,42
54,10,1,42
52,19,15,44
55,16,1,44
57,8,21,46
59,23,18,46
60,6,20,48
58,22,19,48
64,24,16,49
65,23,21,50
61,24,19,51
67,15,3,51
62,14,19,53
63,23,2,53
72,17,20,53
66,12,9,54
70,9,21,55
68,19,12,55
69,17,15,55
71,22,19,56
74,5,2,56
76,14,17,57
79,11,24,57
73,3,18,57
78,12,1,58
75,16,4,58
80,9,7,59
