User_ID,Start_node,End_node,Request_time
2,6,22,0
4,24,7,2
3,17,8,3
8,24,17,3
5,11,8,4
6,22,20,4
11,23,18,4
13,6,17,5
7,14,3,6
12,9,19,6
14,20,21,7
10,21,10,7
9,18,2,7
15,24,11,8
18,20,9,9
17,22,5,10
16,12,1,11
20,8,12,13
21,23,19,14
19,10,22,16
22,24,2,17
24,16,19,18
23,17,2,19
25,19,16,20
26,5,23,21
27,22,10,22
28,21,4,23
30,12,2,24
29,24,11,27
31,22,13,28
32,12,3,28
33,5,24,30
39,19,15,30
38,24,6,31
40,24,12,31
37,21,5,31
41,19,6,32
35,10,18,33
43,23,24,34
42,20,15,35
44,9,22,35
45,7,13,36
46,18,21,38
47,7,3,39
48,22,16,39
49,5,1,39
53,14,13,41
52,19,10,41
50,10,8,42
54,10,1,43
51,15,4,43
55,16,1,45
58,22,19,45
57,8,21,46
61,21,19,48
64,24,8,49
59,23,18,50
60,6,20,50
63,23,2,51
67,15,1,51
69,17,15,51
70,9,21,51
68,19,12,52
66,12,9,53
62,14,19,53
76,14,17,54
72,17,20,54
75,16,4,54
71,22,19,55
73,3,18,55
74,6,2,55
80,9,7,57
