User_ID,Start_node,End_node,Request_time
3,17,8,0
1,10,13,1
2,6,22,1
4,24,7,1
7,14,3,3
5,14,8,4
8,24,17,4
11,23,18,5
10,21,15,5
12,9,19,6
14,20,24,7
15,24,11,8
16,12,1,9
17,22,5,10
18,20,9,13
19,10,22,14
20,8,12,15
23,17,2,16
21,23,19,17
25,19,16,17
24,16,17,18
27,22,10,21
26,5,23,22
28,21,11,22
30,12,2,24
29,13,11,24
31,22,13,26
32,12,3,27
34,15,16,29
35,10,18,29
33,5,24,30
39,17,15,31
40,24,3,32
41,20,6,33
37,20,5,33
38,24,6,34
45,7,13,35
42,20,15,36
44,9,22,37
48,22,17,38
47,7,3,38
49,9,1,39
46,18,21,39
50,10,8,41
52,19,15,41
51,14,4,42
54,10,1,43
53,14,13,44
55,16,1,44
58,22,19,47
56,23,4,47
57,8,21,49
60,6,20,50
61,24,19,51
63,23,2,51
62,14,19,52
64,24,8,52
65,23,21,52
66,12,9,52
70,9,21,53
76,14,17,54
75,16,4,54
73,3,18,54
69,17,15,54
67,15,1,54
74,6,2,55
71,22,19,55
72,17,20,56
77,23,11,58
78,12,1,59
79,11,24,60
80,9,7,61
