User_ID,Start_node,End_node,Request_time
1,10,13,0
2,6,22,0
6,22,20,3
9,18,2,3
4,24,7,4
10,21,10,4
11,23,18,4
7,14,3,5
8,24,17,5
12,9,19,7
13,6,17,7
15,24,11,9
16,12,1,11
18,20,9,12
19,10,22,12
17,22,5,12
20,8,12,15
23,19,2,16
21,14,19,17
22,24,2,17
25,19,16,18
24,16,17,20
26,5,23,22
27,22,10,23
29,24,11,25
28,21,4,25
30,12,2,27
31,22,13,28
32,12,3,29
36,21,15,30
34,15,16,30
35,10,18,31
33,5,24,32
39,19,15,33
40,24,12,33
38,24,6,34
41,20,6,34
42,20,15,34
45,7,13,34
44,9,22,36
46,18,21,36
47,7,3,37
48,22,17,40
50,10,8,40
52,19,15,40
54,10,3,42
51,14,4,43
55,16,1,43
53,14,13,44
57,8,21,45
58,22,19,47
60,6,20,48
59,23,18,48
64,24,8,49
61,24,19,51
63,23,2,51
65,23,21,51
66,12,9,51
67,15,1,52
72,17,20,52
62,14,19,53
76,14,17,54
69,17,15,54
74,6,2,54
68,19,12,55
70,5,21,55
71,22,19,56
78,3,1,57
80,9,7,57
75,16,4,57
77,23,11,58
79,11,24,58
