User_ID,Start_node,End_node,Request_time
1,10,13,1
2,6,22,1
3,17,8,1
5,11,8,1
8,24,17,3
10,21,10,3
6,22,20,4
9,18,2,4
11,23,18,4
12,9,19,4
7,14,3,6
13,2,17,7
14,19,21,9
15,24,11,9
16,12,1,9
18,20,9,10
17,22,5,12
20,8,12,12
19,10,22,13
21,23,19,16
24,16,17,17
25,19,16,18
22,24,2,19
23,17,2,19
26,5,23,20
27,22,10,23
28,21,4,24
29,24,11,27
30,12,2,27
31,22,13,28
37,21,5,29
35,10,18,30
34,15,16,31
33,5,24,32
43,23,24,32
42,20,15,32
36,21,15,33
39,19,15,33
41,20,6,33
40,24,12,34
38,24,6,34
44,9,22,35
45,7,13,35
47,7,3,36
46,18,21,38
50,10,8,39
51,14,4,41
52,19,15,43
53,14,13,45
54,10,1,45
58,22,19,46
56,23,4,47
57,8,21,47
60,6,20,47
64,24,8,49
61,24,19,50
63,23,2,51
62,14,17,52
66,13,9,52
73,3,18,53
67,15,1,53
68,19,12,53
70,8,22,53
71,22,19,53
72,17,20,54
75,16,4,55
69,17,15,55
74,6,2,56
76,14,17,56
79,11,24,58
77,23,11,58
80,9,7,61
