User_ID,Start_node,End_node,Request_time
1,10,13,0
2,6,21,0
3,17,8,2
7,11,3,2
6,22,20,3
10,21,10,4
5,11,8,5
9,18,2,6
14,20,21,6
15,24,11,6
11,23,18,8
16,12,1,8
18,19,9,9
13,6,17,9
17,22,5,13
21,23,19,13
20,8,12,15
23,17,2,19
24,16,17,19
26,5,23,23
27,22,10,23
28,21,4,23
32,12,3,27
30,12,2,27
29,24,11,27
31,22,13,28
35,10,18,29
37,21,5,30
38,24,6,30
39,19,15,30
36,21,15,31
34,15,16,32
44,9,22,34
40,24,12,34
41,20,6,34
42,20,15,35
45,8,13,37
49,9,1,37
46,18,22,38
48,22,17,38
47,18,1,39
50,10,8,39
51,14,4,40
53,14,13,42
55,18,2,44
52,19,15,44
56,23,4,45
57,8,21,45
54,10,1,45
58,22,19,47
60,6,20,47
65,23,21,49
59,23,18,49
64,24,8,50
61,24,19,50
63,23,2,50
62,14,17,51
69,17,15,51
67,15,1,52
74,6,2,53
68,19,12,53
70,9,21,53
72,17,20,54
66,12,9,54
71,22,19,54
76,14,17,55
73,3,18,56
78,12,1,56
75,16,4,58
80,9,7,58
77,23,14,60
79,11,24,61
