User_ID,Start_node,End_node,Request_time
1,10,13,0
2,6,22,0
3,17,8,0
7,14,3,3
5,11,8,3
8,24,17,5
9,18,2,5
11,23,18,5
12,9,19,7
13,6,19,7
15,24,11,7
14,20,21,8
16,12,1,9
18,20,9,9
17,22,5,10
19,10,22,13
21,23,19,14
20,8,12,14
23,17,2,16
25,19,16,17
24,16,17,18
28,21,4,22
26,5,23,24
27,22,10,24
29,24,11,25
30,12,2,25
31,22,13,27
32,12,3,29
36,21,15,30
37,21,5,30
39,19,15,30
33,5,24,31
34,15,16,31
38,24,6,31
35,10,18,32
43,23,24,32
40,24,12,33
44,9,22,35
45,7,13,35
46,18,21,35
42,20,15,36
49,9,1,36
48,22,17,39
52,19,15,40
54,10,1,42
50,10,8,42
51,14,11,43
53,14,13,45
56,23,4,45
57,8,21,45
58,22,19,45
55,16,1,46
60,6,20,48
64,24,8,49
59,23,18,50
65,23,21,51
67,15,1,51
61,24,19,51
72,17,20,52
63,23,2,52
66,12,8,53
68,19,12,53
69,17,22,53
70,9,21,53
74,6,1,54
76,14,17,55
71,22,19,56
73,3,18,56
75,16,4,57
78,12,1,57
79,11,24,58
77,23,11,60
